# X Y Z	X Y Z	menuOption menuTarget objectID	Skill requirements	Item requirements	Quest	Travel time	Info
# Tutorial Island							
3104 3163 0	3104 9576 0	Climb-down Ladder 2147					
3103 9577 0	3105 3162 0	Climb-up Ladder 2148					
3104 3161 0	3104 9576 0	Climb-down Ladder 2147					
3103 9575 0	3105 3162 0	Climb-up Ladder 2148					
3103 3162 0	3104 9576 0	Climb-down Ladder 2147					
3105 3160 0	3104 3161 1	Climb-up Staircase 12536					
3104 3161 1	3104 3161 0	Climb-down Staircase 12537					
3105 3159 0	3104 3161 1	Climb-up Staircase 12536					
3103 3161 1	3104 3161 0	Climb-down Staircase 12537					
3104 3161 1	3104 3161 2	Climb-up Staircase 12537					
3104 3161 2	3104 3161 1	Climb-down Staircase 12538					
3107 3162 0	3107 3162 0	Open Door 23972

# Taverley Dungeon							
2884 3398 0	2884 9798 0	Climb-down Ladder 16680					
2884 9798 0	2884 3398 0	Climb-up Ladder 17385					
2885 3397 0	2885 9797 0	Climb-down Ladder 16680					
2885 9797 0	2885 3397 0	Climb-up Ladder 17385					
2884 3396 0	2884 9796 0	Climb-down Ladder 16680					
2884 9796 0	2884 3396 0	Climb-up Ladder 17385					
2883 3397 0	2883 9797 0	Climb-down Ladder 16680					
2883 9797 0	2883 3397 0	Climb-up Ladder 17385					
2888 9831 0	2889 9831 0	Open Prison door 2143					
2888 9830 0	2889 9830 0	Open Prison door 2144					
2889 9830 0	2888 9830 0	Open Prison door 2144					
2889 9831 0	2888 9831 0	Open Prison door 2143					
2842 3423 0	2842 9823 0	Climb-down Ladder 17384					
2842 9823 0	2842 3423 0	Climb-up Ladder 17385					
2843 3424 0	2843 9824 0	Climb-down Ladder 17384					
2843 9824 0	2843 3424 0	Climb-up Ladder 17385					
2842 3425 0	2842 9825 0	Climb-down Ladder 17384					
2842 9825 0	2842 3425 0	Climb-up Ladder 17385					
2841 3424 0	2841 9824 0	Climb-down Ladder 17384					
2841 9824 0	2841 3424 0	Climb-up Ladder 17385					
1310 1237 0	2873 9848 0	Crawl Cave 26566					
2873 9848 0	1310 1237 0	Crawl Cave 26568					
1311 1237 0	2873 9848 0	Crawl Cave 26565					
2873 9847 0	1310 1237 0	Crawl Cave 26569					
1309 1237 0	2873 9848 0	Crawl Cave 26564					
2873 9846 0	1310 1237 0	Crawl Cave 26567					
1292 1253 0	1240 1226 0	Turn Iron Winch 23104					
1291 1253 0	1240 1226 0	Turn Iron Winch 23104					
1240 1226 0	1291 1253 0	Exit Portcullis 21772					
1309 1269 0	1304 1290 0	Turn Iron Winch 23104					
1304 1290 0	1309 1269 0	Exit Portcullis 21772					
1368 1226 0	1328 1253 0	Exit Portcullis 21772					
1328 1253 0	1368 1226 0	Turn Iron Winch 23104					
1329 1253 0	1368 1226 0	Turn Iron Winch 23104					
2903 9813 1	2906 9813 0	Climb Steps 30190					
2906 9813 0	2903 9813 1	Climb Steps 30189					
2883 9825 0	2880 9825 1	Climb Steps 30189					
2880 9825 1	2883 9825 0	Climb Steps 30190					
2924 9803 0	2923 9803 0	Open Gate 2623		1 Dusty key			
2923 9803 0	2924 9803 0	Open Gate 2623					
							
# Taverley							
2914 3450 0	2914 3450 1	Climb-up Ladder 16683					
2914 3450 1	2914 3450 0	Climb-down Ladder 16679					
2915 3451 0	2915 3451 1	Climb-up Ladder 16683					
2915 3451 1	2915 3451 0	Climb-down Ladder 16679					
2915 3449 0	2915 3449 1	Climb-up Ladder 16683					
2915 3449 1	2915 3449 0	Climb-down Ladder 16679					
2916 3450 0	2916 3450 1	Climb-up Ladder 16683					
2914 3441 0	2914 3441 1	Climb-up Ladder 17026					
2914 3441 1	2914 3441 0	Climb-down Ladder 16685					
2918 3439 0	2916 3438 0	Climb-over Stile 993					
2916 3438 0	2919 3438 0	Climb-over Stile 993					
2919 3438 0	2916 3438 0	Climb-over Stile 993					
2917 3437 0	2919 3438 0	Climb-over Stile 993					
2918 3437 0	2916 3438 0	Climb-over Stile 993					
2917 3439 0	2919 3438 0	Climb-over Stile 993					
2898 3427 0	2898 3427 1	Climb-up Staircase 16671					
2898 3427 1	2897 3428 0	Climb-down Staircase 16673					
2897 3428 0	2898 3427 1	Climb-up Staircase 16671					
2897 3429 0	2898 3427 1	Climb-up Staircase 16671					
2898 3430 0	2898 3427 1	Climb-up Staircase 16671					
2899 3430 0	2898 3427 1	Climb-up Staircase 16671					
2899 3427 0	2898 3427 1	Climb-up Staircase 16671					
2900 3428 0	2898 3427 1	Climb-up Staircase 16671					
2900 3429 0	2898 3427 1	Climb-up Staircase 16671					
2900 3473 0	2901 3473 0	Open Door 2861					
2901 3473 0	2900 3473 0	Open Door 2861					
2906 3468 0	2906 3472 1	Walk-up Staircase 24672					
2906 3472 1	2906 3468 0	Walk-down Staircase 24673					
2907 3468 0	2906 3472 1	Walk-up Staircase 24672					
2907 3472 1	2906 3468 0	Walk-down Staircase 24673					
2906 3476 0	2906 9876 0	Climb-down Ladder 24718					
2906 9876 0	2906 3476 0	Climb-up Ladder 24717					
2907 3475 0	2906 9876 0	Climb-down Ladder 24718					
2907 9875 0	2906 3476 0	Climb-up Ladder 24717					
2898 3469 0	2901 9867 0	Enter Manhole 24842					
2901 9867 0	2899 3469 0	Climb-up Staircase 24687					
2899 3469 0	2901 9867 0	Enter Manhole 24842					
2899 3470 0	2901 9867 0	Enter Manhole 24842					
2899 3468 0	2901 9867 0	Enter Manhole 24842					
2877 3482 0	2876 9878 0	Climb-down Stairs 57			Fishing Contest		
2876 9879 0	2877 3482 0	Climb-up Stairs 56			Fishing Contest		
2876 3482 0	2876 9878 0	Climb-down Stairs 57			Fishing Contest		
2877 9879 0	2877 3482 0	Climb-up Stairs 56			Fishing Contest		
2821 9882 0	2820 3486 0	Climb-up Stairs 54			Fishing Contest		
2820 3486 0	2820 9882 0	Climb-down Stairs 55			Fishing Contest		
2820 9882 0	2820 3486 0	Climb-up Stairs 54			Fishing Contest		
2821 3486 0	2820 9882 0	Climb-down Stairs 55			Fishing Contest		
							
# Catherby							
2792 3414 0	2792 3417 1	Cross Gangplank 17394				3	
2792 3417 1	2792 3414 0	Cross Gangplank 17395				3	
2813 3450 0	2813 3450 1	Climb-up Ladder 16683					
2813 3450 1	2813 3450 0	Climb-down Ladder 16679					
2812 3451 0	2812 3451 1	Climb-up Ladder 16683					
2812 3451 1	2812 3451 0	Climb-down Ladder 16679					
							
# Seers Village and Camelot Castle							
2758 3482 0	2758 3483 0	Open Gate 26082					
2758 3483 0	2758 3482 0	Open Gate 26082					
2757 3482 0	2757 3483 0	Open Gate 26081					
2757 3483 0	2757 3482 0	Open Gate 26081					
2751 3508 0	2751 3513 1	Climb-up Staircase 26106					
2751 3513 1	2751 3508 0	Climb-down Staircase 25604					
2750 3508 0	2750 3513 1	Climb-up Staircase 26106					
2750 3513 1	2750 3508 0	Climb-down Staircase 25604					
2768 3493 0	2768 3493 1	Climb-up Ladder 26107					
2768 3493 1	2768 3493 0	Climb-down Ladder 25606					
2769 3492 0	2769 3492 1	Climb-up Ladder 26107					
2769 3492 1	2769 3492 0	Climb-down Ladder 25606					
2770 3493 0	2770 3493 1	Climb-up Ladder 26107					
2770 3493 1	2770 3493 0	Climb-down Ladder 25606					
2769 3494 0	2769 3494 1	Climb-up Ladder 26107					
2769 3494 1	2769 3494 0	Climb-down Ladder 25606					
2748 3493 0	2748 3493 1	Climb-up Ladder 26107					
2748 3493 1	2748 3493 0	Climb-down Ladder 25606					
2747 3494 0	2747 3494 1	Climb-up Ladder 26107					
2747 3494 1	2747 3494 0	Climb-down Ladder 25606					
2747 3492 0	2747 3492 1	Climb-up Ladder 26107					
2747 3492 1	2747 3492 0	Climb-down Ladder 25606					
2746 3493 0	2746 3493 1	Climb-up Ladder 26107					
2746 3493 1	2746 3493 0	Climb-down Ladder 25606					
2728 3490 0	2728 3490 1	Climb-up Ladder 25938					
2728 3490 1	2728 3490 0	Climb-down Ladder 25939					
2729 3491 0	2729 3491 1	Climb-up Ladder 25938					
2729 3491 1	2729 3491 0	Climb-down Ladder 25939					
2728 3492 0	2728 3492 1	Climb-up Ladder 25938					
2728 3492 1	2728 3492 0	Climb-down Ladder 25939					
2727 3491 0	2727 3491 1	Climb-up Ladder 25938					
2727 3491 1	2727 3491 0	Climb-down Ladder 25939					
2715 3471 0	2715 3471 1	Climb-up Ladder 25938					
2715 3471 1	2715 3471 0	Climb-down Ladder 25939					
2714 3470 0	2714 3470 1	Climb-up Ladder 25938					
2714 3470 1	2714 3470 0	Climb-down Ladder 25939					
2699 3475 0	2699 3475 1	Climb-up Ladder 25941					
2699 3475 1	2699 3475 0	Climb-down Ladder 25940					
2697 3496 0	2698 3495 1	Climb-up Staircase 25935					
2698 3495 1	2697 3496 0	Climb-down Staircase 25801					
2697 3497 0	2698 3495 1	Climb-up Staircase 25935					
2698 3498 0	2698 3495 1	Climb-up Staircase 25935					
2699 3498 0	2698 3495 1	Climb-up Staircase 25935					
2698 3495 0	2698 3495 1	Climb-up Staircase 25935					
2700 3497 0	2698 3495 1	Climb-up Staircase 25935					
2699 3495 0	2698 3495 1	Climb-up Staircase 25935					
2700 3496 0	2698 3495 1	Climb-up Staircase 25935					
2807 3453 0	2807 3453 1	Climb-up Ladder 16683					
2807 3453 1	2807 3453 0	Climb-down Ladder 16679					
2808 3454 1	2808 3453 0	Climb-down Ladder 16679					
2767 3492 1	2767 3492 2	Climb-up Ladder 26107					
2767 3492 2	2767 3492 1	Climb-down Ladder 25606					
2766 3491 1	2766 3491 2	Climb-up Ladder 26107					
2766 3491 2	2766 3491 1	Climb-down Ladder 25606					
2768 3491 1	2768 3491 2	Climb-up Ladder 26107					
2768 3491 2	2768 3491 1	Climb-down Ladder 25606					
2767 3490 1	2767 3490 2	Climb-up Ladder 26107					
2767 3490 2	2767 3490 1	Climb-down Ladder 25606					
2749 3492 1	2749 3492 2	Climb-up Ladder 26107					
2749 3492 2	2749 3492 1	Climb-down Ladder 25606					
2748 3491 1	2748 3491 2	Climb-up Ladder 26107					
2748 3491 2	2748 3491 1	Climb-down Ladder 25606					
2749 3490 1	2749 3490 2	Climb-up Ladder 26107					
2749 3490 2	2749 3490 1	Climb-down Ladder 25606					
2750 3491 1	2750 3491 2	Climb-up Ladder 26107					
2750 3491 2	2750 3491 1	Climb-down Ladder 25606					
							
# Dwarf Cannon Quest area							
2569 3441 0	2569 3441 1	Climb-up Ladder 16683					
2569 3441 1	2569 3441 0	Climb-down Ladder 16679					
2570 3442 0	2570 3442 1	Climb-up Ladder 16683					
2570 3442 1	2570 3442 0	Climb-down Ladder 16679					
2571 3441 0	2571 3441 1	Climb-up Ladder 16683					
2571 3441 1	2571 3441 0	Climb-down Ladder 16679					
2570 3440 0	2570 3440 1	Climb-up Ladder 16683					
2570 3440 1	2570 3440 0	Climb-down Ladder 16679					
2570 3442 1	2569 3443 2	Climb-up Ladder 11					
2569 3443 2	2569 3443 1	Climb-down Ladder 16679					
2569 3443 1	2569 3443 2	Climb-up Ladder 11					
2570 3444 2	2570 3444 1	Climb-down Ladder 16679					
2570 3444 1	2569 3443 2	Climb-up Ladder 11					
2570 3442 2	2570 3442 1	Climb-down Ladder 16679					
2571 3443 1	2569 3443 2	Climb-up Ladder 11					
2571 3443 2	2571 3443 1	Climb-down Ladder 16679					
2568 3455 0	2568 3456 0	Open Gate 15605					
2568 3456 0	2568 3455 0	Open Gate 15605					
2567 3455 0	2567 3456 0	Open Gate 15604					
2567 3456 0	2567 3455 0	Open Gate 15604					
2555 3475 0	2554 3475 0	Open Gate 15604					
2554 3475 0	2555 3475 0	Open Gate 15604					
2555 3474 0	2554 3474 0	Open Gate 15605					
2554 3474 0	2555 3474 0	Open Gate 15605					
							
# Tourist Information Center							
2518 3431 0	2518 3431 1	Climb-up Staircase 16671					
2518 3431 1	2519 3430 0	Climb-down Staircase 16673					
2519 3430 0	2518 3431 1	Climb-up Staircase 16671					
2519 3429 0	2518 3431 1	Climb-up Staircase 16671					
2518 3428 0	2518 3431 1	Climb-up Staircase 16671					
2517 3428 0	2518 3431 1	Climb-up Staircase 16671					
2517 3431 0	2518 3431 1	Climb-up Staircase 16671					
2516 3430 0	2518 3431 1	Climb-up Staircase 16671					
2516 3429 0	2518 3431 1	Climb-up Staircase 16671					
2517 3426 1	2516 3423 0	Climb-down Staircase 16667					
2516 3423 0	2517 3426 1	Climb-up Staircase 16668					
							
# Waterfall Island and Dungeon							
2512 3476 0	2527 3413 0	Swim River 10283					
2510 3494 0	2512 3481 0	Board Log raft 1987					
2511 3477 0	2527 3413 0	Swim River 10283					
2510 3493 0	2512 3481 0	Board Log raft 1987					
2511 3463 0	2527 3413 0	Get in Barrel 2022					
2512 3466 0	2527 3413 0	Climb Dead Tree 2020					
2512 3476 0	2527 3413 0	Swim to Rock 1996					
2511 3463 0	2575 9861 0	Open Door 2010		1 Glarial's amulet	Waterfall Quest		
2575 9861 0	2511 3463 0	Open Door 2000					
2568 9893 0	2568 9894 0	Open Door 2002		Key, id 298			
2568 9894 0	2568 9893 0	Open Door 2002					
2566 9901 0	2604 9901 0	Open Door 2002					
2604 9901 0	2566 9901 0	Open Door 2002					
							
# Glarial's Tomb							
2557 9844 0	2557 3444 0	Climb-up Ladder 17387				2	
							
# Tree Gnome Village Dungeon (during Waterfall quest)							
2533 3156 0	2533 9556 0	Climb-down Ladder 5250
2534 3155 0	2534 9555 0	Climb-down Ladder 5250
2532 3155 0	2532 9555 0	Climb-down Ladder 5250
2533 9556 0	2533 3156 0	Climb-up Ladder 17387
							
# Tree Gnome Village Dungeon (after Waterfall quest)							
2533 3156 0	2597 4436 0	Climb-down Ladder 5250			Waterfall Quest		
2532 3155 0	2596 4435 0	Climb-down Ladder 5250			Waterfall Quest		
2534 3155 0	2598 4435 0	Climb-down Ladder 5250			Waterfall Quest		
2597 4436 0	2533 3156 0	Climb-up Ladder 5251			Waterfall Quest		
2596 4435 0	2533 3156 0	Climb-up Ladder 5251			Waterfall Quest		
2598 4435 0	2533 3156 0	Climb-up Ladder 5251			Waterfall Quest		
2597 4434 0	2533 3156 0	Climb-up Ladder 5251			Waterfall Quest		
							
# Lithkren							
3555 4002 0	3549 10448 0	Climb-down Staircase 32080					
3549 10448 0	3555 4002 0	Climb-up Staircase 32112					
3554 4002 0	3549 10448 0	Climb-down Staircase 32080					
3550 10448 0	3555 4002 0	Climb-up Staircase 32112					
3549 10468 0	3549 10473 0	Climb Staircase 32113					
3549 10473 0	3549 10468 0	Climb Staircase 32113					
3550 10468 0	3550 10473 0	Climb Staircase 32113					
3550 10473 0	3550 10468 0	Climb Staircase 32113					
3551 10481 0	1568 5061 0	Enter Broken Grandiose Doors 32117					
1570 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
3550 10481 0	1568 5061 0	Enter Broken Grandiose Doors 32117					
1569 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
3549 10481 0	1568 5061 0	Enter Broken Grandiose Doors 32117					
1568 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
1567 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
1566 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
1565 5061 0	3549 10481 0	Enter Broken Grandiose Doors 32132					
1573 5077 0	1575 5077 0	Pass Barrier 32153					
1575 5077 0	1573 5077 0	Pass Barrier 32153					
1573 5076 0	1575 5076 0	Pass Barrier 32153					
1575 5076 0	1573 5076 0	Pass Barrier 32153					
1573 5075 0	1575 5075 0	Pass Barrier 32153					
1575 5075 0	1573 5075 0	Pass Barrier 32153					
1573 5074 0	1575 5074 0	Pass Barrier 32153					
1575 5074 0	1573 5074 0	Pass Barrier 32153					
1573 5073 0	1575 5073 0	Pass Barrier 32153					
1575 5073 0	1573 5073 0	Pass Barrier 32153					
1573 5072 0	1575 5072 0	Pass Barrier 32153					
1575 5072 0	1573 5072 0	Pass Barrier 32153					
1584 5089 0	1584 5087 0	Pass Barrier 32153					
1584 5087 0	1584 5089 0	Pass Barrier 32153					
1585 5089 0	1585 5087 0	Pass Barrier 32153					
1585 5087 0	1585 5089 0	Pass Barrier 32153					
1586 5089 0	1586 5087 0	Pass Barrier 32153					
1586 5087 0	1586 5089 0	Pass Barrier 32153					
1587 5089 0	1587 5087 0	Pass Barrier 32153					
1587 5087 0	1587 5089 0	Pass Barrier 32153					
1588 5089 0	1588 5087 0	Pass Barrier 32153					
1588 5087 0	1588 5089 0	Pass Barrier 32153					
1589 5089 0	1589 5087 0	Pass Barrier 32153					
1589 5087 0	1589 5089 0	Pass Barrier 32153					
1546 5089 0	1546 5087 0	Pass Barrier 32153					
1546 5087 0	1546 5089 0	Pass Barrier 32153					
1547 5089 0	1547 5087 0	Pass Barrier 32153					
1547 5087 0	1547 5089 0	Pass Barrier 32153					
1548 5089 0	1548 5087 0	Pass Barrier 32153					
1548 5087 0	1548 5089 0	Pass Barrier 32153					
1549 5089 0	1549 5087 0	Pass Barrier 32153					
1549 5087 0	1549 5089 0	Pass Barrier 32153					
1550 5089 0	1550 5087 0	Pass Barrier 32153					
1550 5087 0	1550 5089 0	Pass Barrier 32153					
1551 5089 0	1551 5087 0	Pass Barrier 32153					
1551 5087 0	1551 5089 0	Pass Barrier 32153					
1560 5072 0	1562 5072 0	Pass Barrier 32153					
1562 5072 0	1560 5072 0	Pass Barrier 32153					
1560 5073 0	1562 5073 0	Pass Barrier 32153					
1562 5073 0	1560 5073 0	Pass Barrier 32153					
1560 5074 0	1562 5074 0	Pass Barrier 32153					
1562 5074 0	1560 5074 0	Pass Barrier 32153					
1560 5075 0	1562 5075 0	Pass Barrier 32153					
1562 5075 0	1560 5075 0	Pass Barrier 32153					
1560 5076 0	1562 5076 0	Pass Barrier 32153					
1562 5076 0	1560 5076 0	Pass Barrier 32153					
1560 5077 0	1562 5077 0	Pass Barrier 32153					
1562 5077 0	1560 5077 0	Pass Barrier 32153					
3554 4000 0	3554 4000 1	Climb-up Ladder 32083					
3554 4000 1	3554 4000 0	Climb-down Trapdoor 32084					
3555 4000 0	3554 4000 1	Climb-up Ladder 32083					
3555 4000 1	3554 4000 0	Climb-down Trapdoor 32084					
3556 4003 1	3561 4004 0	Climb-down Stairs 32082					
3561 4004 0	3556 4004 1	Climb-up Stairs 32081					
3556 4004 1	3561 4004 0	Climb-down Stairs 32082					
3561 4005 0	3556 4004 1	Climb-up Stairs 32081					
3556 4005 1	3561 4004 0	Climb-down Stairs 32082					
3561 4003 0	3556 4004 1	Climb-up Stairs 32081					
							
# Fossil Island							
3595 10291 0	3680 3854 0	Climb-up Exit 30844					
3680 3854 0	3595 10291 0	Climb Down Trap Door 30842					
3596 10291 0	3680 3854 0	Climb-up Exit 30844					
3603 10291 0	3607 10290 0	Climb Stairs 31485					
3607 10290 0	3603 10290 0	Climb Stairs 31485					
3603 10290 0	3607 10290 0	Climb Stairs 31485					
3607 10291 0	3603 10290 0	Climb Stairs 31485					
3606 10292 0	3603 10290 0	Climb Stairs 31485					
3605 10292 0	3603 10290 0	Climb Stairs 31485					
3606 10289 0	3603 10290 0	Climb Stairs 31485					
3605 10289 0	3603 10290 0	Climb Stairs 31485					
3680 3855 0	3595 10291 0	Climb Down Trap Door 30842					
3680 3853 0	3595 10291 0	Climb Down Trap Door 30842					
3666 3810 0	3685 3756 0	Jump on Rubber cap mushroom 30606					
3666 3809 0	3685 3756 0	Jump on Rubber cap mushroom 30606					
3663 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606					
3664 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606					
3665 3808 0	3685 3756 0	Jump on Rubber cap mushroom 30606					
3768 3868 1	3768 3868 0	Climb-down Trapdoor 30725					
3768 3868 0	3768 3868 1	Climb-up Ladder 30727					
3767 3868 1	3768 3868 0	Climb-down Trapdoor 30725					
3767 3868 0	3768 3868 1	Climb-up Ladder 30727					
3766 3867 1	3768 3868 0	Climb-down Trapdoor 30725					
3769 3867 0	3768 3868 1	Climb-up Ladder 30727					
3766 3867 0	3768 3868 1	Climb-up Ladder 30727					
3766 3866 0	3768 3868 1	Climb-up Ladder 30727					
3767 3865 0	3768 3868 1	Climb-up Ladder 30727					
3757 3870 1	3753 3869 0	Descend Stairs 30682					
3753 3869 0	3757 3869 1	Climb Stairs 30681					
3757 3869 1	3753 3869 0	Descend Stairs 30682					
3753 3870 0	3757 3869 1	Climb Stairs 30681					
3757 3868 1	3753 3869 0	Descend Stairs 30682					
3753 3868 0	3757 3869 1	Climb Stairs 30681					
3746 3832 0	3745 3831 1	Climb Up Ladder 30940					
3745 3831 1	3747 3831 0	Climb Down Ladder 30941					
3747 3831 0	3745 3831 1	Climb Up Ladder 30940					
3746 3830 0	3745 3831 1	Climb Up Ladder 30940					
3730 3831 1	3728 3831 0	Climb Down Ladder 30939					
3728 3831 0	3730 3831 1	Climb Up Ladder 30938					
3729 3830 0	3730 3831 1	Climb Up Ladder 30938					
3729 3832 0	3730 3831 1	Climb Up Ladder 30938					
							
# Musa Point							
2956 3146 0	2956 3143 1	Cross Gangplank 2081				3	
2956 3143 1	2956 3146 0	Cross Gangplank 2082				3	
2960 3141 0	2960 3141 1	Climb-up Ship's ladder 272					
2960 3141 1	2960 3141 0	Climb-down Ship's ladder 273					
2956 3141 0	2956 3141 1	Climb-up Ship's ladder 272					
2956 3141 1	2956 3141 0	Climb-down Ship's ladder 273					
2952 3141 0	2952 3141 1	Climb-up Ship's ladder 272					
2952 3141 1	2952 3141 0	Climb-down Ship's ladder 273					
2962 3139 1	2964 3139 2	Climb-up Ship's ladder 245					
2964 3139 2	2962 3139 1	Climb-down Ship's ladder 246					
2962 3143 1	2964 3143 2	Climb-up Ship's ladder 245					
2964 3143 2	2962 3143 1	Climb-down Ship's ladder 246					
2954 3158 0	2957 3158 1	Cross Gangplank 17398				3	
2957 3158 1	2954 3158 0	Cross Gangplank 17399				3	
							
# Brimhaven							
2763 3238 1	2760 3238 0	Cross Gangplank 17401				3	
2760 3238 0	2763 3238 1	Cross Gangplank 17400				3	
2772 3234 0	2775 3234 1	Cross Gangplank 2087				3	
2775 3234 1	2772 3234 0	Cross Gangplank 2088				3	
2776 3235 0	2776 3235 1	Climb-up Ship's ladder 9744					
2776 3235 1	2776 3235 0	Climb-down Ship's ladder 9745					
2777 3234 1	2776 3235 0	Climb-down Ship's ladder 9745					
2775 3234 1	2776 3235 0	Climb-down Ship's ladder 9745					
							
# Karamja Volcano							
2855 3169 0	2855 9569 0	Climb-down Rocks 11441					
2855 9569 0	2856 3167 0	Climb Climbing rope 18969					
2856 3167 0	2856 9567 0	Climb-down Rocks 11441					
2856 9568 0	2856 3167 0	Climb Climbing rope 18969					
2855 3168 0	2855 9568 0	Climb-down Rocks 11441					
2856 9570 0	2856 3167 0	Climb Climbing rope 18969					
2857 3167 0	2857 9567 0	Climb-down Rocks 11441					
2857 9569 0	2856 3167 0	Climb Climbing rope 18969					
2858 3168 0	2858 9568 0	Climb-down Rocks 11441					
2858 3169 0	2858 9569 0	Climb-down Rocks 11441					
2857 3170 0	2857 9570 0	Climb-down Rocks 11441					
2856 3170 0	2856 9570 0	Climb-down Rocks 11441					
2862 9573 0	2480 5175 0	Enter Cave entrance 11835					
2480 5175 0	2862 9572 0	Enter Cave exit 11836					
2862 9572 0	2480 5175 0	Enter Cave entrance 11835					
2481 5175 0	2862 9572 0	Enter Cave exit 11836					
2862 9571 0	2480 5175 0	Enter Cave entrance 11835					
2479 5175 0	2862 9572 0	Enter Cave exit 11836					
2863 9574 0	2480 5175 0	Enter Cave entrance 11835					
2863 9570 0	2480 5175 0	Enter Cave entrance 11835					
2864 9570 0	2480 5175 0	Enter Cave entrance 11835					
2865 9571 0	2480 5175 0	Enter Cave entrance 11835					
2865 9572 0	2480 5175 0	Enter Cave entrance 11835					
							
# Island West of Brimhaven							
2709 3209 0	2704 3209 0	Swing-on Ropeswing 23568					
2705 3205 0	2709 3205 0	Swing-on Ropeswing 23569					
							
# Port Piscarillius							
1824 3694 1	1824 3691 0	Cross Gangplank 27778				3	
1824 3691 0	1824 3694 1	Cross Gangplank 27777				3	
							
# Tree Gnome Village							
2515 3160 0	2515 3161 0	Squeeze-through Loose Railing 2186					
2515 3161 0	2515 3160 0	Squeeze-through Loose Railing 2186					
2516 3166 1	2516 3166 0	Climb-down Ladder 16679					
2516 3166 0	2516 3166 1	Climb-up Ladder 17026					
2515 3165 1	2515 3165 0	Climb-down Ladder 16679					
2517 3165 1	2517 3165 0	Climb-down Ladder 16679					
2521 3163 1	2521 3163 0	Climb-down Ladder 16685					
2521 3163 0	2521 3163 1	Climb-up Ladder 17026					
2526 3162 0	2526 3162 1	Climb-up Ladder 17026					
2525 3163 1	2525 3163 0	Climb-down Ladder 16679					
2526 3162 1	2526 3162 0	Climb-down Ladder 16679					
2525 3161 1	2525 3161 0	Climb-down Ladder 16679					
2526 3172 1	2526 3172 0	Climb-down Ladder 16679					
2526 3172 0	2526 3172 1	Climb-up Ladder 17026					
2525 3171 1	2525 3171 0	Climb-down Ladder 16679					
							
# Tree Gnome Stronghold							
2449 3463 0	2449 3463 1	Climb-up Ladder 16683					
2449 3463 1	2449 3463 0	Climb-down Ladder 16679					
2443 3462 0	2443 3462 1	Climb-up Ladder 16683					
2443 3462 1	2443 3462 0	Climb-down Ladder 16679					
2444 3463 0	2444 3463 1	Climb-up Ladder 16683					
2444 3463 1	2444 3463 0	Climb-down Ladder 16679					
2443 3464 0	2443 3464 1	Climb-up Ladder 16683					
2443 3464 1	2443 3464 0	Climb-down Ladder 16679					
2442 3463 0	2442 3463 1	Climb-up Ladder 16683					
2442 3463 1	2442 3463 0	Climb-down Ladder 16679					
2438 3464 0	2438 3464 1	Climb-up Ladder 16683					
2438 3464 1	2438 3464 0	Climb-down Ladder 16679					
2437 3465 0	2437 3465 1	Climb-up Ladder 16683					
2437 3465 1	2437 3465 0	Climb-down Ladder 16679					
2436 3464 1	2436 3464 0	Climb-down Ladder 16679					
2436 3464 0	2436 3464 1	Climb-up Ladder 16683					
2437 3463 1	2437 3463 0	Climb-down Ladder 16679					
2437 3463 0	2437 3463 1	Climb-up Ladder 16683					
2423 3441 0	2423 3441 1	Climb-up Ladder 16683					
2423 3441 1	2423 3441 0	Climb-down Ladder 16679					
2424 3442 0	2424 3442 1	Climb-up Ladder 16683					
2424 3442 1	2424 3442 0	Climb-down Ladder 16679					
2423 3443 0	2423 3443 1	Climb-up Ladder 16683					
2423 3443 1	2423 3443 0	Climb-down Ladder 16679					
2422 3442 0	2422 3442 1	Climb-up Ladder 16683					
2422 3442 1	2422 3442 0	Climb-down Ladder 16679					
2422 3422 1	2422 3422 2	Climb-up Ladder 16683					
2422 3422 2	2422 3422 1	Climb-down Ladder 16679					
2423 3423 1	2423 3423 2	Climb-up Ladder 16683					
2423 3423 2	2423 3423 1	Climb-down Ladder 16679					
2424 3422 1	2424 3422 2	Climb-up Ladder 16683					
2424 3422 2	2424 3422 1	Climb-down Ladder 16679					
2416 3444 0	2415 3446 1	Climb-up Staircase 16675					
2415 3446 1	2416 3447 0	Climb-down Staircase 16677					
2416 3447 0	2415 3446 1	Climb-up Staircase 16675					
2417 3447 0	2415 3446 1	Climb-up Staircase 16675					
2418 3446 0	2415 3446 1	Climb-up Staircase 16675					
2418 3445 0	2415 3446 1	Climb-up Staircase 16675					
2417 3444 0	2415 3446 1	Climb-up Staircase 16675					
2415 3445 0	2415 3446 1	Climb-up Staircase 16675					
2403 3450 0	2400 3450 1	Climb-up Staircase 16675					
2400 3450 1	2401 3451 0	Climb-down Staircase 16677					
2401 3451 0	2400 3450 1	Climb-up Staircase 16675					
2402 3451 0	2400 3450 1	Climb-up Staircase 16675					
2400 3450 0	2400 3450 1	Climb-up Staircase 16675					
